Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.02    123.25     0.03        1     0.03     0.03  WSmaze::init_prob()
  0.02    123.28     0.02   424144     0.00     0.00  Heap::isEmpty()
  0.02    123.30     0.02      926     0.00     0.00  WSmaze::applyRobotMatrix(double, double)
  0.02    123.31     0.02      805     0.00     0.03  Meditator::bestAction()
  0.02    123.33     0.02        1     0.02    27.63  WSmaze::WSmaze(WorldState*)
  0.02    123.36     0.02        1     0.02     1.51  WSbeacon::WSbeacon(WorldState*)
  0.01    123.37     0.01                             WSmaze::nearWall(int, int)
  0.01    123.38     0.01     2091     0.00     0.00  WSmaze::applySensor(double, double, double)
  0.01    123.39     0.01     1613     0.00     0.00  WSmaze::applyCleanSensor(double, double, double)
  0.01    123.40     0.01     1588     0.00     0.00  std::vector<DiscretePosition, std::allocator<DiscretePosition> >::erase(__gnu_cxx::__normal_iterator<DiscretePosition*, std::vector<DiscretePosition, std::allocator<DiscretePosition> > >, __gnu_cxx::__normal_iterator<DiscretePosition*, std::vector<DiscretePosition, std::allocator<DiscretePosition> > >)
  0.01    123.41     0.01      805     0.00     0.00  PerformAction(bool, bool, double, double)
  0.01    123.42     0.01      805     0.00     0.00  MotorController::drive(Action*)
  0.01    123.43     0.01      805     0.00     0.00  WSmotors::action_done(Action*)
  0.01    123.44     0.01      794     0.00     0.00  Plan::findRoute(DiscretePosition, DiscretePosition)
  0.01    123.45     0.01      728     0.00     0.00  WSmotors::getMaxPowerLeftTurn(double, double, double*, double*)
  0.01    123.46     0.01      438     0.00     0.00  WSbeacon::getProb()
  0.01    123.47     0.01      345     0.00     0.00  WSbeacon::getX()
  0.01    123.48     0.01      345     0.00     0.02  Meditator::actionGoToBeacon()
  0.01    123.49     0.01        9     0.00     0.04  Meditator::actionLeaveBeacon()
  0.01    123.50     0.01        1     0.01    93.97  Mouse::behave()
  0.00    123.50     0.01      926     0.00     0.00  GetStopButton()
  0.00    123.51     0.01      926     0.00     0.00  GetReturningLed()
  0.00    123.51     0.00     7284     0.00     0.00  Plan::getNextOptimizedPoint()
  0.00    123.51     0.00     3704     0.00     0.00  GetObstacleSensor(int)
  0.00    123.51     0.00     3700     0.00     0.00  GetXmlAttribOnOff(char const*, char const*, bool*)
  0.00    123.51     0.00     1850     0.00     0.00  GetXmlAttribYesNo(char const*, char const*, bool*)
  0.00    123.51     0.00     1594     0.00     0.00  GetGroundSensor()
  0.00    123.51     0.00      935     0.00     0.00  recv_packet(char*)
  0.00    123.51     0.00      926     0.00     0.00  GetFinished()
  0.00    123.51     0.00      926     0.00     0.00  ReadSensors()
  0.00    123.51     0.00      926     0.00     0.00  GetStartButton()
  0.00    123.51     0.00      926     0.00     0.00  GetBumperSensor()
  0.00    123.51     0.00      926     0.00     0.00  GetCompassSensor()
  0.00    123.51     0.00      926     0.00     0.00  GetTime()
  0.00    123.51     0.00      926     0.00     0.00  WSposition::updateMinMaxEver()
  0.00    123.51     0.00      926     0.00     0.00  WSposition::update()
  0.00    123.51     0.00      926     0.00     0.00  WSsensors::update()
  0.00    123.51     0.00      925     0.00     0.00  ReadObstacleSensors(char const*, measures_t*)
  0.00    123.51     0.00      925     0.00     0.00  parse_measures_packet(char const*, measures_t*)
  0.00    123.51     0.00      924     0.00     0.08  WorldState::update()
  0.00    123.51     0.00      923     0.00     0.00  Log::update()
  0.00    123.51     0.00      807     0.00     0.00  WSmotors::update()
  0.00    123.51     0.00      805     0.00     0.00  WorldState::setPlan(Plan*)
  0.00    123.51     0.00      805     0.00     0.00  Log::doneActionLog()
  0.00    123.51     0.00      804     0.00     0.00  Action::Action(double, double)
  0.00    123.51     0.00      803     0.00     0.00  DriveMotors(double, double)
  0.00    123.51     0.00      800     0.00     0.00  WSposition::PredictPosition(Action*)
  0.00    123.51     0.00      800     0.00     0.00  MotorController::updateChangedActions()
  0.00    123.51     0.00      796     0.00     0.00  Heap::Heap()
  0.00    123.51     0.00      794     0.00     0.00  MotorController::goToXY(double, double)
  0.00    123.51     0.00      794     0.00     0.00  Heap::makeEmpty()
  0.00    123.51     0.00      794     0.00     0.00  Heap::~Heap()
  0.00    123.51     0.00      794     0.00     0.00  Plan::optimizeRoute()
  0.00    123.51     0.00      788     0.00     0.00  Meditator::dealWithCollision()
  0.00    123.51     0.00      788     0.00     0.00  WSsensors::CollidedRecently()
  0.00    123.51     0.00      673     0.00     0.00  WSmotors::getMaxPowerFront(double, double, double*, double*)
  0.00    123.51     0.00      668     0.00     0.00  IsBeaconReady()
  0.00    123.51     0.00      382     0.00     0.00  MotorController::goSlowToXY(double, double)
  0.00    123.51     0.00      345     0.00     0.00  WSbeacon::getY()
  0.00    123.51     0.00      334     0.00     0.00  GetBeaconSensor()
  0.00    123.51     0.00      238     0.00     0.04  Meditator::actionGoToStart()
  0.00    123.51     0.00      224     0.00     0.00  WSbeacon::calc_best_definition(bool, int, int, int, int, char)
  0.00    123.51     0.00      224     0.00     0.00  WSbeacon::update_walls_if_visible(double, double, int, int)
  0.00    123.51     0.00      214     0.00     0.00  WSbeaconsearch::getProbableBeaconPos()
  0.00    123.51     0.00      214     0.00     0.02  Meditator::actionSearchBeacon()
  0.00    123.51     0.00       30     0.00     0.00  __gnu_cxx::__normal_iterator<DiscretePosition*, std::vector<DiscretePosition, std::allocator<DiscretePosition> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<DiscretePosition*, std::vector<DiscretePosition, std::allocator<DiscretePosition> > >, __gnu_cxx::__normal_iterator<DiscretePosition*, std::vector<DiscretePosition, std::allocator<DiscretePosition> > > >(__gnu_cxx::__normal_iterator<DiscretePosition*, std::vector<DiscretePosition, std::allocator<DiscretePosition> > >, __gnu_cxx::__normal_iterator<DiscretePosition*, std::vector<DiscretePosition, std::allocator<DiscretePosition> > >, __gnu_cxx::__normal_iterator<DiscretePosition*, std::vector<DiscretePosition, std::allocator<DiscretePosition> > >, __false_type)
  0.00    123.51     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<WSbeaconsearch::SearchArea*, std::vector<WSbeaconsearch::SearchArea, std::allocator<WSbeaconsearch::SearchArea> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<WSbeaconsearch::SearchArea*, std::vector<WSbeaconsearch::SearchArea, std::allocator<WSbeaconsearch::SearchArea> > >, __gnu_cxx::__normal_iterator<WSbeaconsearch::SearchArea*, std::vector<WSbeaconsearch::SearchArea, std::allocator<WSbeaconsearch::SearchArea> > > >(__gnu_cxx::__normal_iterator<WSbeaconsearch::SearchArea*, std::vector<WSbeaconsearch::SearchArea, std::allocator<WSbeaconsearch::SearchArea> > >, __gnu_cxx::__normal_iterator<WSbeaconsearch::SearchArea*, std::vector<WSbeaconsearch::SearchArea, std::allocator<WSbeaconsearch::SearchArea> > >, __gnu_cxx::__normal_iterator<WSbeaconsearch::SearchArea*, std::vector<WSbeaconsearch::SearchArea, std::allocator<WSbeaconsearch::SearchArea> > >, __false_type)
  0.00    123.51     0.00       15     0.00     0.00  std::vector<DiscretePosition, std::allocator<DiscretePosition> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DiscretePosition*, std::vector<DiscretePosition, std::allocator<DiscretePosition> > >, DiscretePosition const&)
  0.00    123.51     0.00       10     0.00     0.00  std::vector<WSbeaconsearch::SearchArea, std::allocator<WSbeaconsearch::SearchArea> >::_M_insert_aux(__gnu_cxx::__normal_iterator<WSbeaconsearch::SearchArea*, std::vector<WSbeaconsearch::SearchArea, std::allocator<WSbeaconsearch::SearchArea> > >, WSbeaconsearch::SearchArea const&)
  0.00    123.51     0.00        9     0.00     0.00  MotorController::isMouseStoppedAhead()
  0.00    123.51     0.00        9     0.00     0.00  std::list<MotorController::ChangedAction, std::allocator<MotorController::ChangedAction> >::_M_create_node(MotorController::ChangedAction const&)
  0.00    123.51     0.00        9     0.00     0.00  std::list<MotorController::ChangedAction, std::allocator<MotorController::ChangedAction> >::erase(std::_List_iterator<MotorController::ChangedAction, MotorController::ChangedAction&, MotorController::ChangedAction*>)
  0.00    123.51     0.00        9     0.00     0.00  std::list<MotorController::ChangedAction, std::allocator<MotorController::ChangedAction> >::insert(std::_List_iterator<MotorController::ChangedAction, MotorController::ChangedAction&, MotorController::ChangedAction*>, MotorController::ChangedAction const&)
  0.00    123.51     0.00        8     0.00     0.00  MotorController::dockXY(double, double)
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _Z3guiPv
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN10ConnectionC2EPcS0_i
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN10WSpositionC2EP10WorldState
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN10WorldStateC2Ei
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN14WSbeaconsearchC2EP10WorldState
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN15MotorControllerC2EP10WorldStateP3Log
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN3LogC2EP10WorldStateb
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN4HeapC2Ev
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN4Path4initERK16DiscretePosition
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN4PlanC2EP10WorldStateP15MotorController
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN6ActionC2Edd
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN8WSbeaconC2EP10WorldState
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN8WSmotorsC2EP10WorldState
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN9MeditatorC2EP10WorldStateP15MotorController
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to _ZN9WSsensorsC2EP10WorldState
  0.00    123.51     0.00        1     0.00     0.00  global constructors keyed to main
  0.00    123.51     0.00        1     0.00     0.00  InitRobot2(char*, int, double*, char*)
  0.00    123.51     0.00        1     0.00     0.00  GetCycleTime()
  0.00    123.51     0.00        1     0.00     0.00  GetFinalTime()
  0.00    123.51     0.00        1     0.00     0.00  GetNoiseMotors()
  0.00    123.51     0.00        1     0.00     0.00  ConnectToServer(char const*, int, char const*, int, double const*)
  0.00    123.51     0.00        1     0.00     0.00  SetReturningLed2(double, double)
  0.00    123.51     0.00        1     0.00     0.00  GetRunningTimeout()
  0.00    123.51     0.00        1     0.00     0.00  parse_params_packet(char const*)
  0.00    123.51     0.00        1     0.00     0.00  GetNoiseBeaconSensor()
  0.00    123.51     0.00        1     0.00     0.00  GetNoiseCompassSensor()
  0.00    123.51     0.00        1     0.00     0.00  GetNoiseObstacleSensor()
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00    123.51     0.00        1     0.00     0.00  Finish2(double, double)
  0.00    123.51     0.00        1     0.00     0.00  Connection::connect()
  0.00    123.51     0.00        1     0.00     0.00  Connection::Connection(char*, char*, int)
  0.00    123.51     0.00        1     0.00     0.00  WSposition::WSposition(WorldState*)
  0.00    123.51     0.00        1     0.00     1.51  WorldState::onlineWSCreation()
  0.00    123.51     0.00        1     0.00    27.63  WorldState::WorldState(int)
  0.00    123.51     0.00        1     0.00     0.00  WSparameters::update()
  0.00    123.51     0.00        1     0.00     0.00  WSparameters::WSparameters()
  0.00    123.51     0.00        1     0.00     0.00  WSbeaconsearch::allUnreachableOrVisited()
  0.00    123.51     0.00        1     0.00     0.00  WSbeaconsearch::markCurrentPositionAsUnreachable()
  0.00    123.51     0.00        1     0.00     0.00  WSbeaconsearch::WSbeaconsearch(WorldState*)
  0.00    123.51     0.00        1     0.00     0.00  MotorController::MotorController(WorldState*, Log*)
  0.00    123.51     0.00        1     0.00     0.00  Log::init()
  0.00    123.51     0.00        1     0.00     0.00  Log::Log(WorldState*, bool)
  0.00    123.51     0.00        1     0.00     0.00  Mouse::parse_opt(int, char**)
  0.00    123.51     0.00        1     0.00    29.36  Mouse::Mouse(int, char**)
  0.00    123.51     0.00        1     0.00     0.00  Action::Action(atype, double, double)
  0.00    123.51     0.00        1     0.00     0.00  WSmaze::createKnownMatrix()
  0.00    123.51     0.00        1     0.00     0.00  WSmaze::createRobotMatrix()
  0.00    123.51     0.00        1     0.00     0.00  WSmaze::createGoMouseMatrix()
  0.00    123.51     0.00        1     0.00     0.00  WSmaze::createValidGoMatrix()
  0.00    123.51     0.00        1     0.00     0.00  WSmaze::createGoodMouseMatrix()
  0.00    123.51     0.00        1     0.00     0.00  WSbeacon::markCurrentPositionAsUnreachable()
  0.00    123.51     0.00        1     0.00     0.00  WSmotors::WSmotors(WorldState*)
  0.00    123.51     0.00        1     0.00     0.21  Meditator::Meditator(WorldState*, MotorController*)
  0.00    123.51     0.00        1     0.00     0.00  WSsensors::WSsensors(WorldState*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.01% of 123.51 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.9    0.00  123.33                 main [1]
                0.01   93.96       1/1           Mouse::behave() [2]
                0.00   29.36       1/1           Mouse::Mouse(int, char**) [5]
-----------------------------------------------
                0.01   93.96       1/1           main [1]
[2]     76.1    0.01   93.96       1         Mouse::behave() [2]
                0.00   70.27     924/924         WorldState::update() [3]
                0.02   23.63     805/805         Meditator::bestAction() [9]
                0.01    0.02     805/805         MotorController::drive(Action*) [66]
                0.00    0.00     923/923         Log::update() [107]
                0.00    0.00     800/800         MotorController::updateChangedActions() [113]
                0.00    0.00       1/1           Log::init() [185]
-----------------------------------------------
                0.00   70.27     924/924         Mouse::behave() [2]
[3]     56.9    0.00   70.27     924         WorldState::update() [3]
                9.59   31.80     926/926         WSmaze::update() [4]
               14.14    3.69     926/926         WSmaze::doErodesAndDilates() [10]
                0.04   10.57     668/668         WSbeacon::update(bool) [12]
                0.15    0.29     926/926         WSbeaconsearch::update() [47]
                0.01    0.00     926/926         GetStopButton() [80]
                0.01    0.00     926/926         GetReturningLed() [81]
                0.00    0.00     926/926         ReadSensors() [97]
                0.00    0.00     926/926         GetTime() [101]
                0.00    0.00     926/926         GetStartButton() [98]
                0.00    0.00     926/926         GetFinished() [96]
                0.00    0.00     926/926         WSsensors::update() [104]
                0.00    0.00     926/926         WSposition::updateMinMaxEver() [102]
                0.00    0.00     926/926         WSposition::update() [103]
                0.00    0.00     807/807         WSmotors::update() [108]
                0.00    0.00     668/668         IsBeaconReady() [120]
-----------------------------------------------
                9.59   31.80     926/926         WorldState::update() [3]
[4]     33.5    9.59   31.80     926         WSmaze::update() [4]
               15.08    0.00     926/926         WSmaze::clearGoodToGoMouseMatrix() [11]
                8.20    0.00     926/926         WSmaze::clearIsKnownMatrix() [15]
                7.75    0.00     926/926         WSmaze::clearCanGoWithMouseMatrix() [18]
                0.04    0.63     926/926         WSmaze::applyAllSensors() [40]
                0.02    0.08     926/926         WSmaze::applyRobotMatrix(double, double) [59]
-----------------------------------------------
                0.00   29.36       1/1           main [1]
[5]     23.8    0.00   29.36       1         Mouse::Mouse(int, char**) [5]
                0.00   27.63       1/1           WorldState::WorldState(int) [6]
                0.00    1.51       1/1           WorldState::onlineWSCreation() [32]
                0.00    0.21       1/1           Meditator::Meditator(WorldState*, MotorController*) [54]
                0.00    0.00       1/1           Mouse::parse_opt(int, char**) [187]
                0.00    0.00       1/1           Connection::Connection(char*, char*, int) [177]
                0.00    0.00       1/1           MotorController::MotorController(WorldState*, Log*) [184]
                0.00    0.00       1/1           Connection::connect() [176]
                0.00    0.00       1/1           Log::Log(WorldState*, bool) [186]
-----------------------------------------------
                0.00   27.63       1/1           Mouse::Mouse(int, char**) [5]
[6]     22.4    0.00   27.63       1         WorldState::WorldState(int) [6]
                0.02   27.61       1/1           WSmaze::WSmaze(WorldState*) [7]
                0.00    0.00       1/1           WSsensors::WSsensors(WorldState*) [196]
                0.00    0.00       1/1           WSmotors::WSmotors(WorldState*) [195]
                0.00    0.00       1/1           WSposition::WSposition(WorldState*) [178]
                0.00    0.00       1/1           WSbeaconsearch::WSbeaconsearch(WorldState*) [183]
-----------------------------------------------
                0.02   27.61       1/1           WorldState::WorldState(int) [6]
[7]     22.4    0.02   27.61       1         WSmaze::WSmaze(WorldState*) [7]
               23.02    4.57       1/1           WSmaze::createSensor() [8]
                0.03    0.00       1/1           WSmaze::init_prob() [67]
                0.00    0.00       1/1           WSmaze::createRobotMatrix() [190]
                0.00    0.00       1/1           WSmaze::createGoodMouseMatrix() [193]
                0.00    0.00       1/1           WSmaze::createGoMouseMatrix() [191]
                0.00    0.00       1/1           WSmaze::createKnownMatrix() [189]
                0.00    0.00       1/1           WSmaze::createValidGoMatrix() [192]
-----------------------------------------------
               23.02    4.57       1/1           WSmaze::WSmaze(WorldState*) [7]
[8]     22.3   23.02    4.57       1         WSmaze::createSensor() [8]
                3.91    0.00 20579040/20822682     MathTools::angle_between(double, double, double) [25]
                0.66    0.00 2831925/2831925     WSmaze::distri_normal_acc(double, double) [41]
-----------------------------------------------
                0.02   23.63     805/805         Mouse::behave() [2]
[9]     19.2    0.02   23.63     805         Meditator::bestAction() [9]
                0.00    9.79     238/238         Meditator::actionGoToStart() [14]
                0.01    8.14     344/345         Meditator::actionGoToBeacon() [16]
                0.00    5.30     214/214         Meditator::actionSearchBeacon() [21]
                0.01    0.38       9/9           Meditator::actionLeaveBeacon() [48]
                0.00    0.00       9/9           MotorController::isMouseStoppedAhead() [129]
                0.00    0.00       1/1           WSbeaconsearch::markCurrentPositionAsUnreachable() [182]
                0.00    0.00       1/1           WSbeaconsearch::allUnreachableOrVisited() [181]
                0.00    0.00       1/1           WSbeacon::markCurrentPositionAsUnreachable() [194]
-----------------------------------------------
               14.14    3.69     926/926         WorldState::update() [3]
[10]    14.4   14.14    3.69     926         WSmaze::doErodesAndDilates() [10]
                2.08    0.00    2778/2778        WSmaze::erode(char (*) [280], char (*) [280]) [29]
                1.61    0.00    2778/2778        WSmaze::dilate(char (*) [280], char (*) [280]) [31]
-----------------------------------------------
               15.08    0.00     926/926         WSmaze::update() [4]
[11]    12.2   15.08    0.00     926         WSmaze::clearGoodToGoMouseMatrix() [11]
-----------------------------------------------
                0.04   10.57     668/668         WorldState::update() [3]
[12]     8.6    0.04   10.57     668         WSbeacon::update(bool) [12]
                7.51    0.00     668/668         WSbeacon::forceFindMax() [19]
                0.74    1.40     112/112         WSbeacon::update_beacon_visible(bool, int, int) [28]
                0.65    0.00    1092/1170        WSbeacon::update_beacon_not_visible(double, double, int, int, bool, bool) [39]
                0.21    0.00      10/10          WSbeacon::update_beacon_area(int, int, double, double) [55]
                0.00    0.05     224/224         WSbeacon::update_walls_if_visible(double, double, int, int) [64]
                0.00    0.00     668/1594        GetGroundSensor() [94]
                0.00    0.00     334/334         GetBeaconSensor() [123]
-----------------------------------------------
                0.03    0.35       9/238         Meditator::actionLeaveBeacon() [48]
                0.88    8.92     229/238         Meditator::actionGoToStart() [14]
[13]     8.2    0.91    9.27     238         Plan::wayThroughKnownPlacesTo(Position const&) [13]
                2.34    0.00  691635/2040093     WSmaze::goodToGoWithMouse(int, int) [20]
                2.19    0.00 1238672/1591748     WSmaze::isKnown(int, int) [27]
                1.61    0.00 1286168/2997752     WSmaze::CanGoWithMouse(int, int) [26]
                0.03    1.32     238/796         Plan::clearTravelCost(DiscretePosition const&, DiscretePosition const&) [23]
                0.79    0.00  177328/424142      WSmaze::validToGoWithMouse(int, int) [30]
                0.00    0.41     238/794         Plan::optimizeRoute() [35]
                0.02    0.24  177328/424142      Heap::deleteMin() [42]
                0.19    0.00  249655/648109      Path::update(Path*, double) [45]
                0.11    0.00  249893/648905      Heap::insert(Path*) [51]
                0.01    0.00  177328/424144      Heap::isEmpty() [68]
                0.00    0.00     238/794         Plan::findRoute(DiscretePosition, DiscretePosition) [69]
                0.00    0.00     238/794         MotorController::goToXY(double, double) [78]
                0.00    0.00     238/796         Heap::Heap() [114]
                0.00    0.00     238/794         Heap::makeEmpty() [115]
                0.00    0.00     238/794         Heap::~Heap() [116]
                0.00    0.00     140/382         MotorController::goSlowToXY(double, double) [121]
-----------------------------------------------
                0.00    9.79     238/238         Meditator::bestAction() [9]
[14]     7.9    0.00    9.79     238         Meditator::actionGoToStart() [14]
                0.88    8.92     229/238         Plan::wayThroughKnownPlacesTo(Position const&) [13]
                0.00    0.00       8/8           MotorController::dockXY(double, double) [82]
                0.00    0.00     238/805         WorldState::setPlan(Plan*) [109]
                0.00    0.00     229/788         Meditator::dealWithCollision() [117]
                0.00    0.00       1/1           Action::Action(atype, double, double) [188]
-----------------------------------------------
                8.20    0.00     926/926         WSmaze::update() [4]
[15]     6.6    8.20    0.00     926         WSmaze::clearIsKnownMatrix() [15]
-----------------------------------------------
                0.00    0.02       1/345         Meditator::actionSearchBeacon() [21]
                0.01    8.14     344/345         Meditator::bestAction() [9]
[16]     6.6    0.01    8.16     345         Meditator::actionGoToBeacon() [16]
                0.77    7.38     345/345         Plan::wayTo(Position const&) [17]
                0.01    0.00     345/345         WSbeacon::getX() [76]
                0.00    0.00     345/788         Meditator::dealWithCollision() [117]
                0.00    0.00     345/805         WorldState::setPlan(Plan*) [109]
                0.00    0.00     345/345         WSbeacon::getY() [122]
-----------------------------------------------
                0.77    7.38     345/345         Meditator::actionGoToBeacon() [16]
[17]     6.6    0.77    7.38     345         Plan::wayTo(Position const&) [17]
                2.17    0.00  641183/2040093     WSmaze::goodToGoWithMouse(int, int) [20]
                0.04    1.92     345/796         Plan::clearTravelCost(DiscretePosition const&, DiscretePosition const&) [23]
                1.39    0.00 1110528/2997752     WSmaze::CanGoWithMouse(int, int) [26]
